fitness: 50.2644072076436501
E: 0.5350000000000000
I_1: 34.8179999999999978
A: 0.2580000000000000
beta: 0.5229266448128909
phi: 0.3591487452117864
epsilon_i: 0.5489524674232924
epsilon_Y: 0.0548992198671713
sigma: 0.1250979104527459
gamma_1: 0.0581648042779160
gamma_2: 0.0851909224685816
kappa: 0.7606448915369440
p: 0.6083176142155743
alpha: 0.0532664693046163
delta: 0.0145002829619881
D,S,E,I_1,A,A_d,I_2,Y,R
0.0005044359713793,999955.1200182460015640,7.3072459943595689,33.3371426968699467,0.6318846491935112,1.2656659225215681,1.9935740873633754,0.0771027876360903,0.2668611800762903
0.0024221682688221,999947.5720728060696274,13.5459789166763525,32.7289470616772107,0.7773796004377242,1.6850319108017229,2.8248217277208796,0.1928532496136206,0.6704925587195444
0.0062322664307430,999939.6645363989518955,19.3900385238720396,32.8876331124063270,0.8373102333341573,2.1392153826427731,3.5417136553520039,0.3366348639767560,1.1966855630388362
0.0122839704854414,999931.2961217719130218,24.9811558698170160,33.7306612885267540,0.8715555995249173,2.5882740166367277,4.1829184744651622,0.5010218022151146,1.8360072065807698
0.0208375083748251,999922.3580969332251698,30.4513229052199890,35.1968437861925025,0.9047368661745245,3.0243336964287426,4.7797453698502563,0.6810560787867407,2.5830268558533862
0.0320956142386422,999912.7384299297118559,35.9200961418856224,37.2437294173584448,0.9466481379539493,3.4518558133535540,5.3577574594205508,0.8736832021635814,3.4357042838581981
0.0462278266204521,999902.3222228628583252,41.4956728018358518,39.8450784580264425,1.0009853454334925,3.8794925426321392,5.9380903903564510,1.0773153828507975,4.3949143892064484
0.0633892171317711,999890.9906865172088146,47.2771986642086262,42.9887020888748665,1.0690568805842564,4.3168613238614286,6.5385228107382698,1.2914964408552514,5.4640860564415776
0.0837348669301718,999878.6195804353337735,53.3573015570959939,46.6747241430094135,1.1513466759133038,4.7733847706998640,7.1743441714070100,1.5166473734605324,6.6489360061557710
0.1074311371194199,999865.0774805035907775,59.8244870474253077,50.9142424287046538,1.2481619031166695,5.2579795902829085,7.8590597520387986,1.7538757100969240,7.9572819275248410
0.1346645526355132,999850.2239999449811876,66.7652956185366833,55.7283425273991426,1.3598935342690444,5.7790799112749491,8.6049663912210956,2.0048352391003910,9.3989222804763255
0.1656489504966885,999833.9079924565739930,74.2662229418761939,61.1474146716162039,1.4871157263711221,6.3447805104534680,9.4236264413186852,2.2716255046287759,10.9855727967861920
0.2006314098834991,999815.9657277368241921,82.4154404870171504,67.2107298917331235,1.6306202958991700,6.9630131625519951,10.3262623616186158,2.5567227377119837,12.7308519167330640
0.2398973685922101,999796.2190154920099303,91.3043625027110011,73.9662393220695975,1.7914269938241789,7.6417232465641476,11.3240901460451084,2.8629357003726890,14.6503092278264688
0.2837752443738282,999774.4732495783828199,101.0291040935787521,81.4705681671806161,1.9707865664609707,8.3890361231087383,12.4286063661684114,3.1933813718416797,16.7614924890005632
0.3326408284483477,999750.5153431011131033,111.6918706235873913,89.7891826128895048,2.1701835145517654,9.2134117940947338,13.6518408747107696,3.5514765632840510,19.0840500872330772
0.3869216514285654,999724.1115255164913833,123.4023137397753231,98.9967137774475532,2.3913412357064754,10.1237897321521473,15.0065850406339880,3.9409424712811805,21.6398668352521604
0.4471014945302159,999695.0049730222672224,136.2788849256905905,109.1774277092746956,2.6362305021827681,11.1297268355935923,16.5066036703470225,4.3658199184565696,24.4532319218239635
0.5137251917039976,999662.9132434403290972,150.4502139501492479,120.4258345890715702,2.9070815507845684,12.2415316278885999,18.1668374239849548,4.8304936206087934,27.5510386055265144
0.5874038393376395,999627.5254862343426794,166.0565368846964134,132.8474338329665727,3.2063998301689995,13.4703976655672442,20.0036014905434207,5.3397242944033563,30.9630159280371373
0.6688205243553966,999588.4993972717784345,183.2511964398839552,146.5595948532969715,3.5369854015350728,14.8285388845515875,22.0347854841159858,5.8986878028311027,34.7219933377753094
0.7587366661755368,999545.4578864402137697,202.2022361123028986,161.6925759287703670,3.9019560112267295,16.3293293948457610,24.2800589202411174,6.5130208470848823,38.8641996791006221
0.8579990706639364,999497.9854242706205696,223.0941089434586218,178.3906860614375773,4.3047739024261755,17.9874500592089106,26.7610861903830362,7.1888729691338753,43.4295985327464891
0.9675477800192311,999445.6240313511807472,246.1295214849994295,196.8135969330359387,4.7492764895306419,19.8190440703507456,29.5017546453411832,7.9329648418439707,48.4622624037823329
1.0884248156799003,999387.8688715159660205,271.5314337753334257,217.1378141831863786,5.2397110762030641,21.8418836717227371,32.5284192024513885,8.7526530032689500,54.0107887561480382
1.2217839093646035,999324.1634065785910934,299.5452367074642552,239.5583192710291769,5.7807738544904161,24.0755501446948514,35.8701667892285130,9.6560013470025616,60.1287613981621334
1.3689013201510534,999253.8940667625283822,330.4411290661919907,264.2903951958301718,6.3776534776750058,26.5416292051461902,39.5591039139382659,10.6518598179467112,66.8752612406757407
1.5311878501670435,999176.3843869251431897,364.5167177036289559,291.5716513796231766,7.0360795542866281,29.2639240111461660,43.6306707009673573,11.7499508879799279,74.3154309871716947
1.7102021756581962,999090.8885541883064434,402.0998657818279867,321.6642650893539894,7.7623764657620438,32.2686880772354172,48.1239848378172539,12.9609645032844014,82.5210988809266297
1.9076656167162582,998996.5843076616292819,443.5518157225356504,354.8574589261633037,8.5635229663711723,35.5848805175068676,53.0822190451645000,14.2966623082163125,91.5714672357890862
2.1254784961929545,998892.5651255288394168,489.2706154529993796,391.4702361607959347,9.4472180820510872,39.2444461975940939,58.5530158974555661,15.7699920626818315,101.5538721213621471
2.3657382343662903,998777.8316288979258388,539.6948787122969406,431.8543980691134720,10.4219538853545579,43.2826235639004793,64.5889440860168236,17.3952132836361315,112.5646212674915034
2.6307593544479460,998651.2821254158625379,595.3079125748787419,476.3978699402670145,11.4970957874558604,47.7382831365647107,71.2480005278251980,19.1880352588117837,124.7099180040373199
2.9230955876410007,998511.7022087484365329,656.6422479466737059,525.5283651098486644,12.6829710556531357,52.6542999007960901,78.5941630799125193,21.1657687040787472,138.1068798671321645
3.2455642833374441,998357.7533225833903998,724.2846115823409718,579.7174192265665624,13.9909663364334200,58.0779631098966647,86.6979990215586298,23.3474924666945647,152.8846613898544717
3.6012733560055494,998187.9601898372638971,798.8813811447726039,639.4848300064643354,15.4336350405680189,64.0614273230395384,95.6373349141506850,25.7542368167052587,169.1856915610621286
3.9936510191764683,998000.6969992263475433,881.1445679596943137,705.4035409733360211,17.0248155279552016,70.6622088429422774,105.4979939423919291,28.4091850193583504,187.1670374888830679
4.4264785858104005,997794.1722323094727471,971.8583753819284539,778.1050111343023445,18.7797611165347789,77.9437320938447584,116.3746073811745845,31.3378950439392518,207.0019069531947764
4.9039266429608688,997566.4120045449817553,1071.8863840491278552,858.2851161977833954,20.7152830316201424,85.9759308899919859,128.3715074206812687,34.5685434402010188,228.8813037827802930
5.4305949364788830,997315.2417838753899559,1182.1794187051000335,946.7106308043615854,22.8499075095376121,94.8359099902847191,141.6037092188278734,38.1321936037049412,253.0158513564441591
6.0115563352592289,997038.2663399067241699,1303.7841546644031041,1044.2263452996564865,25.2040483724513358,104.6086728169911311,156.1979907353957060,42.0630908570201711,279.6378010121720195
6.6524052866734564,996732.8477659878553823,1437.8525252798178826,1151.7628748144077235,27.8001964994358772,115.3879217362992478,172.2940796360015270,46.3989869958438632,309.0032437635543943
7.3593112081289291,996396.0814055420923978,1585.6519948579466472,1270.3452228020441908,30.6631277317662772,127.2769378565848228,190.0459573355610985,51.1814971885779997,341.3945454773813140
